,char,strokeorder
1259,旺,27 31 26 26 26 26 27 26
1260,济,30 30 0 30 26 28 25 29 27
1261,畜,30 26 42 42 30 27 31 26 27 26
1262,要,26 27 31 27 27 26 40 28 26
1263,盘,28 29 10 30 30 26 27 31 27 27 26
1264,欠,28 33 29 25
1265,帆,27 10 27 29 14 30
1266,段,28 27 26 26 0 28 21 12 25
1267,辣,30 26 30 28 26 26 27 26 27 31 26 27 28 25
1268,輝,27 30 28 26 29 47 30 33 26 27 31 26 26 26 27
1269,仑,28 25 28 47
1270,苑,26 27 27 28 12 30 10 47
1271,嘟,27 31 26 26 27 26 28 27 31 26 26 20 27
1272,益,30 28 26 28 30 27 31 27 27 26
1273,死,26 28 12 30 28 47
1274,绮,42 42 0 26 29 25 26 39 27 31 26
1275,右,26 28 27 31 26
1276,斯,26 27 27 26 26 26 28 30 28 29 26 27
1277,戶,28 29 31 26
1278,晋,26 27 27 30 28 26 27 31 26 26
1279,码,26 28 27 31 26 31 15 26
1280,象,28 33 27 31 26 28 1 28 28 28 25
1281,奖,27 30 0 28 12 30 26 29 25
1282,窑,30 30 33 28 44 28 26 26 27 34 27
1283,愛,28 30 30 28 30 33 30 5 30 30 28 12 25
1284,蚕,26 26 29 25 27 31 26 27 0 30
1285,障,20 27 30 26 30 28 26 27 31 26 26 26 27
1286,救,26 39 30 0 28 30 30 28 26 28 25
1287,飯,28 30 30 31 26 26 37 30 28 29 12 25
1288,琪,26 26 27 26 26 27 27 26 26 26 28 30
1289,肯,27 26 27 26 29 10 26 26
1290,刹,28 25 26 39 28 30 27 39
1291,沃,30 30 0 28 26 29 25
1292,缓,42 42 0 28 30 30 28 26 26 28 12 25
1293,雨,26 27 10 27 30 30 30 30
1294,號,27 31 26 26 15 27 26 33 29 26 47 29 14
1295,只,27 31 26 28 30
1296,端,30 26 30 28 26 27 34 27 26 28 27 10 27 27
1297,感,26 29 3 28 30 26 27 31 26 30 5 30 30
1298,浦,30 30 0 26 27 10 26 26 27 30
1299,兑,30 28 27 31 26 29 47
1300,菲,26 27 27 27 26 26 26 27 26 26 26
1301,铜,28 26 26 26 37 27 10 26 27 31 26
1302,鸣,27 31 26 28 10 30 15 26
1303,復,28 28 27 28 26 27 31 26 26 28 12 25
1304,罗,27 31 27 27 26 28 12 30
1305,绽,42 42 0 30 30 33 26 27 26 28 25
1306,甫,26 27 10 26 26 27 30
1307,植,26 27 28 30 26 27 27 31 26 26 26 26
1308,筹,28 26 30 28 26 30 26 26 26 28 26 39 30
1309,宅,30 30 33 28 26 47
1310,整,26 27 31 26 27 28 25 28 26 28 25 26 27 26 27 26
1311,即,31 26 26 37 30 10 27
1312,听,27 31 26 28 29 26 27
1313,莲,26 27 27 26 34 26 27 30 31 44
1314,拜,28 26 26 28 26 26 26 26 27
1315,宛,30 27 33 28 12 30 10 47
1316,逛,28 1 28 26 26 27 26 30 31 44
1317,發,12 30 28 28 25 31 26 15 29 21 12 25
1318,內,27 10 28 44
1319,描,26 39 0 26 27 27 27 31 26 27 26
1320,園,27 31 26 27 26 27 31 26 28 27 28 30 26
1321,谛,30 16 30 26 30 28 30 33 27 10 27
1322,猫,28 1 28 26 27 27 27 31 26 27 26
1323,液,30 30 0 30 26 28 27 28 12 30 25
1324,廣,30 26 29 26 27 27 26 26 27 31 26 27 26 28 30
1325,席,30 26 29 26 27 27 26 27 10 27
1326,题,27 31 26 26 26 27 26 28 25 26 28 27 31 29 30
1327,卢,27 26 31 26 29
1328,誉,30 30 28 26 28 30 30 26 26 26 27 31 26
1329,鲍,28 33 27 31 26 27 26 26 28 10 31 26 47
1330,殿,31 26 29 26 27 27 26 28 30 29 21 12 25
1331,瓜,28 28 37 30 25
1332,貝,27 31 26 26 26 28 30
1333,早,27 31 26 26 26 27
1334,翼,10 30 0 10 30 0 27 31 26 27 26 26 27 27 26 28 30
1335,验,31 15 26 28 25 26 30 30 28 26
1336,氣,28 26 26 14 30 28 26 27 28 25
1337,疾,30 26 29 30 0 28 26 26 29 25
1338,抱,26 39 0 28 10 31 26 47
1339,冲,30 0 27 31 26 27
1340,患,27 31 26 27 31 26 27 30 5 30 30
1341,籁,28 26 30 28 26 30 26 27 31 26 27 28 25 28 33 27 31 29 30
1342,蚂,27 31 26 27 0 30 31 15 26
1343,樊,26 27 28 30 28 25 28 25 26 27 28 25 26 29 25
1344,粱,30 30 0 10 29 29 30 30 28 26 27 28 25
1345,位,28 27 30 26 30 28 26
1346,涧,30 30 0 27 30 10 27 31 26 26
1347,匾,26 30 31 26 29 27 10 26 27 27 34
1348,扦,26 39 0 28 26 27
1349,软,26 34 26 27 28 33 29 25
1350,插,26 39 0 28 26 27 28 27 26 31 26 26
1351,甲,27 31 26 26 27
1352,習,10 30 0 10 30 0 28 27 31 26 26
1353,丁,26 39
1354,罐,28 26 26 27 34 27 26 27 27 27 31 26 27 31 26 28 27 30 26 26 26 27 26
1355,支,26 27 12 25
1356,膳,29 10 26 26 30 28 26 26 27 26 30 28 26 27 31 26
1357,朝,26 27 27 31 26 26 26 27 29 10 26 26
1358,荷,26 27 27 28 27 26 39 27 31 26
1359,澳,30 30 0 29 27 10 30 28 26 27 28 25 26 29 25
1360,開,27 31 26 26 27 10 26 26 26 26 29 27
1361,伽,28 27 10 29 27 31 26
1362,宋,30 30 33 26 27 28 25
1363,焊,30 28 29 30 27 31 26 26 26 26 27
1364,孚,28 30 30 28 33 39 26
1365,幻,42 42 30 10
1366,呈,27 31 26 26 26 27 26
1367,架,10 29 27 31 26 26 27 28 25
1368,赖,26 27 31 26 27 28 25 28 33 27 31 29 30
1369,珊,26 26 27 0 28 10 28 10 26
1370,孔,33 39 26 47
1371,晨,27 31 26 26 26 29 26 26 37 28 25
1372,雲,26 30 33 27 26 26 26 26 26 26 42 30
1373,唤,27 31 26 28 33 27 31 26 29 25
1374,笔,28 26 30 28 26 30 28 26 26 47
1375,秒,28 26 27 28 30 39 28 30 28
1376,睿,27 26 30 33 26 28 30 29 25 27 31 26 26 26
1377,拌,26 39 0 30 28 26 26 27
1378,挂,26 39 0 26 27 26 26 27 26
1379,裱,30 12 27 28 30 26 26 27 26 28 37 28 25
1380,份,28 27 28 44 10 29
1381,刊,26 26 27 27 39
1382,奢,26 29 25 26 27 26 28 27 31 26 26
1383,墅,27 31 26 26 26 27 26 33 30 33 39 26 27 26
1384,泓,30 30 0 31 26 15 42 30
1385,充,30 26 42 30 29 47
1386,微,28 28 27 27 34 27 26 29 47 28 26 28 25
1387,坛,26 27 26 26 26 42 30
1388,纠,42 42 0 37 27
1389,献,26 27 27 10 30 28 26 26 27 26 29 25 30
1390,藏,26 27 27 34 27 26 29 26 3 28 30 26 27 31 26 27 34
1391,卤,27 26 27 31 28 25 26
1392,奠,30 28 26 27 31 29 6 26 26 26 29 25
1393,变,30 26 29 39 28 30 12 25
1394,冬,28 12 25 30 30
1395,橱,26 27 28 30 26 29 26 27 31 26 30 28 26 26 39 30
1396,菱,26 27 27 26 27 26 28 44 28 12 25
1397,杷,26 27 28 30 31 27 26 47
1398,佰,28 27 26 28 27 31 26 26
1399,细,42 42 0 27 31 26 27 26
1400,留,28 37 30 10 28 27 31 26 27 26
1401,潭,30 30 0 26 27 31 27 27 26 27 31 26 26 26 27
1402,塲,26 27 0 28 26 27 31 26 26 26 28 10 28 28
1403,始,40 28 26 42 30 27 31 26
1404,圜,27 31 27 31 27 27 26 26 27 31 26 28 37 28 25 26
1405,宪,30 30 33 28 26 27 26 29 47
1406,盗,30 0 28 33 29 25 27 31 27 27 26
1407,框,26 27 28 30 26 26 26 27 26 34
1408,淘,30 30 0 28 10 28 26 26 27 34 27
1409,旷,27 31 26 26 30 26 29
1410,或,26 27 31 26 0 3 28 30
1411,牵,26 29 25 30 33 28 26 26 27
1412,奇,26 29 25 26 39 27 31 26
1413,碳,26 28 27 31 26 27 34 27 26 28 30 28 29 25
1414,弓,31 26 15
1415,午,28 26 26 27
1416,由,27 31 26 27 26
1417,侥,28 27 26 28 3 26 28 47
1418,太,26 29 25 30
1419,阔,27 30 10 30 30 0 28 26 27 27 31 26
1420,愈,28 25 26 29 10 26 26 27 39 30 5 30 30
1421,悦,30 30 27 30 28 27 31 26 29 47
1422,备,28 12 25 27 31 26 27 26
1423,铸,28 26 26 26 37 26 26 26 28 26 39 30
1424,皇,28 27 31 26 26 26 26 27 26
1425,澎,30 30 0 26 27 26 27 31 26 30 28 26 28 28 28
1426,盈,49 29 12 25 27 31 27 27 26
1427,玖,26 26 27 26 28 12 25
1428,捞,26 39 0 26 27 27 30 33 10 29
1429,染,30 30 0 29 14 26 27 28 25
1430,陀,20 27 30 30 33 28 47
1431,倒,28 27 26 42 30 26 27 26 27 39
1432,序,30 26 29 33 30 33 39
1433,衫,30 12 27 28 30 28 28 28
1434,韵,30 26 30 28 26 27 31 26 26 28 10 30 0
1435,尖,39 28 30 26 29 25
1436,使,28 27 26 27 31 26 29 25
1437,缇,42 42 0 27 31 26 26 26 27 26 28 25
1438,坪,26 27 26 26 30 28 26 27
1439,圈,27 31 30 28 26 26 28 25 10 47 26
1440,跨,27 31 26 27 26 27 0 26 29 25 26 26 15
1441,浮,30 30 0 28 30 30 28 33 39 26
1442,磚,26 28 27 31 26 26 27 31 26 26 27 26 30 26 39 30
1443,卉,26 27 26 29 27
1444,忧,30 30 27 26 29 47 30
1445,划,26 3 28 30 27 39
1446,浩,30 30 0 28 26 27 26 27 31 26
1447,梯,26 27 28 30 30 28 31 26 15 27 28
1448,凉,30 0 30 26 27 31 26 39 28 30
1449,凌,30 0 26 27 26 28 44 28 12 25
1450,疆,31 26 15 26 27 26 26 27 31 26 27 26 26 27 31 26 27 26 26
1451,鹭,27 31 26 27 26 27 0 28 12 25 27 31 26 28 10 30 15 26
1452,黏,28 26 27 28 25 28 25 39 30 0 28 30 27 26 27 31 26
1453,伯,28 27 28 27 31 26 26
1454,雷,26 30 33 27 26 26 26 26 27 31 26 27 26
1455,渝,30 30 0 28 25 26 29 10 26 26 27 39
1456,解,28 33 29 10 26 26 27 10 29 28 26 26 27
1457,牙,26 34 39 28
1458,蝎,27 31 26 27 0 30 27 31 26 26 28 10 28 25 34
1459,紡,42 42 30 30 30 30 30 26 10 29
1460,饨,28 33 37 26 34 27 47
1461,壁,31 26 29 27 31 26 30 26 30 28 26 26 27 26 27 26
1462,别,27 31 26 10 29 27 39
1463,柔,33 30 33 39 28 26 27 28 25
1464,肥,29 10 26 26 31 27 26 47
1465,轨,26 34 26 27 29 14
1466,劲,12 30 26 27 0 10 28
1467,衬,30 12 27 28 30 26 39 30
1468,羽,10 30 0 10 30 0
1469,艮,31 26 26 37 28 25
1470,朗,30 31 26 26 37 30 28 10 26 26
1471,唱,27 31 26 27 31 26 26 27 31 26 26
1472,窖,30 30 33 28 44 28 26 27 26 27 31 26
1473,遵,30 28 26 27 31 29 6 26 26 26 39 30 30 31 44
1474,庐,30 26 29 30 31 26 29
1475,荊,27 26 27 26 26 26 29 27 27 39
1476,辰,26 29 26 26 37 28 25
1477,皋,28 27 31 26 26 26 29 25 26 27
1478,差,30 28 26 26 26 28 26 27 26
1479,磁,26 28 27 31 26 30 28 26 42 42 30 42 42 30
1480,鉴,27 27 28 26 30 28 25 26 26 27 30 28 26
1481,斗,30 30 26 27
1482,茅,26 27 27 33 30 33 39 28
1483,盐,26 27 26 27 30 27 31 27 27 26
1484,弯,30 26 29 39 28 30 31 26 15
1485,鸡,12 25 28 10 30 15 26
1486,瑗,26 26 27 26 28 30 30 28 26 26 28 12 25
1487,谨,30 16 26 27 27 26 27 31 26 26 26 27 26
1488,而,26 28 27 10 27 27
1489,察,30 27 33 28 12 30 30 12 25 26 26 39 28 30
1490,惊,30 30 27 30 26 27 31 26 39 28 30
1491,恪,30 30 27 28 12 25 27 31 26
1492,璨,26 26 27 26 27 26 28 12 30 12 25 30 28 26 27 28 25
1493,盱,27 31 26 26 26 26 26 39
1494,铭,28 26 26 26 37 28 12 30 27 31 26
1495,击,26 26 27 34 27
1496,泊,30 30 0 28 27 31 26 26
1497,鹰,30 26 29 28 27 28 27 30 26 26 26 27 26 28 10 30 15 26
1498,承,12 39 26 26 26 12 28 25
1499,背,27 26 0 28 47 29 10 26 26
1500,滴,30 30 0 30 26 30 28 27 10 26 27 27 31 26
1501,律,28 28 27 31 26 26 26 26 27
1502,拷,26 39 0 26 27 26 28 26 15
1503,输,26 34 26 27 28 25 26 29 10 26 26 27 39
1504,其,26 27 27 26 26 26 28 30
1505,威,26 29 3 28 30 26 40 28 26
1506,姐,40 28 26 27 31 26 26 26
1507,侧,28 27 27 31 29 30 27 39
1508,李,26 27 28 25 33 39 26
1509,俄,28 27 28 26 39 0 3 28 30
1510,嘿,27 31 26 27 31 30 28 26 26 27 26 30 30 30 30
1511,蔓,26 27 27 27 31 26 26 27 31 27 27 26 12 25
1512,违,26 26 10 27 30 31 44
1513,庙,30 26 29 27 31 26 27 26
1514,蘭,27 26 27 26 27 31 26 26 27 10 26 26 26 27 31 30 28 26 27 28 25
1515,笋,28 26 30 28 26 30 31 26 26 28
1516,與,26 45 27 28 27 26 26 31 26 26 26 28 30
1517,芳,26 27 27 30 26 10 29
1518,桑,12 25 12 25 12 25 26 27 28 25
1519,汀,30 30 0 26 39
1520,萱,26 27 27 30 30 33 26 27 31 26 26 26
1521,储,28 27 30 16 26 27 26 28 27 31 26 26
1522,付,28 27 26 39 30
1523,武,26 26 3 30 27 26 27 26
1524,绗,42 42 0 28 28 27 26 26 39
1525,真,26 27 27 31 26 26 26 26 28 30
1526,误,30 16 27 31 26 26 26 29 25
1527,車,26 27 31 26 26 26 27
1528,评,30 16 26 30 28 26 27
1529,映,27 31 26 26 27 31 26 29 25
1530,逸,28 33 27 31 26 29 47 30 30 31 44
1531,叉,12 30 25
1532,鋪,28 30 26 26 27 30 28 0 26 27 10 26 26 27 30
1533,窨,30 30 33 28 44 30 26 30 28 26 27 31 26 26
1534,需,26 30 33 27 26 26 26 26 26 28 27 10 27 27
1535,鸿,30 30 0 26 27 26 28 10 30 15 26
1536,設,30 26 26 26 27 31 26 29 21 12 25
1537,樱,26 27 28 30 27 31 29 30 27 31 29 30 40 28 26
1538,役,28 28 27 29 21 12 25
1539,结,42 42 0 26 27 26 27 31 26
1540,脂,29 10 26 26 28 47 27 31 26 26
1541,腔,29 10 26 26 30 30 33 28 44 26 27 26
1542,俱,28 27 27 31 26 26 26 26 28 30
1543,農,27 31 26 27 27 26 26 29 26 26 37 28 25
1544,今,28 25 30 12
1545,角,28 33 29 10 26 26 27
1546,砂,26 28 27 31 26 39 28 30 28
1547,焖,30 28 29 30 27 30 10 30 5 30 30
1548,争,28 31 31 26 26 39
1549,澜,30 30 0 27 30 10 26 27 31 30 28 26 27 28 25
1550,剧,31 26 29 26 27 27 31 26 27 39
1551,狐,28 1 28 28 28 37 30 25
1552,衰,30 26 27 31 26 26 28 37 28 25
1553,碧,26 26 27 26 28 27 31 26 26 26 28 27 31 26
1554,冠,30 33 26 26 29 47 26 39 30
1555,组,42 42 0 27 31 26 26 26
1556,寨,30 30 33 26 26 29 27 26 28 44 26 27 28 25
1557,骊,31 15 26 26 27 10 30 27 10 30
1558,究,30 30 33 28 44 29 14
1559,船,28 29 10 30 30 26 29 21 27 31 26
1560,曼,27 31 26 26 27 31 27 27 26 12 25
1561,者,26 27 26 28 27 31 26 26
1562,弹,31 26 15 30 28 27 31 26 26 26 27
1563,順,29 27 27 26 28 27 31 26 26 26 28 30
1564,签,28 26 30 28 26 30 28 25 26 30 30 28 26
1565,徽,28 28 27 27 34 27 26 42 42 30 39 28 30 28 26 28 25
1566,鼓,26 27 26 27 31 26 30 28 26 26 27 12 25
1567,堤,26 27 26 27 31 26 26 26 27 26 28 25
1568,邪,26 34 39 28 20 27
1569,龍,30 26 30 28 26 27 10 26 26 26 45 26 47 26 26 26
1570,凡,29 14 30
1571,脑,29 10 26 26 30 26 28 25 34 27
1572,記,30 26 26 26 27 31 26 31 26 47
1573,舟,28 29 10 30 30 26
1574,蝶,27 31 26 27 0 30 26 27 27 26 34 26 27 28 25
1575,仪,28 27 30 28 25
1576,希,28 25 26 28 27 10 27
1577,娘,40 28 26 30 31 26 26 37 28 25
1578,森,26 27 28 25 26 27 28 25 26 27 28 25
1579,薄,26 27 27 30 30 0 26 27 10 26 26 27 30 26 39 30
1580,曙,27 31 26 26 27 31 27 27 26 26 27 26 28 27 31 26 26
1581,伟,28 27 26 26 10 27
1582,缔,42 42 0 30 26 30 28 30 33 27 10 27
1583,灿,30 28 29 30 27 34 27
1584,洪,30 30 0 26 27 27 26 28 30
1585,离,30 26 28 25 34 27 27 10 42 30
1586,弗,31 26 15 28 25
1587,懈,30 30 27 28 33 29 10 26 26 27 10 29 28 26 26 27
1588,籍,28 26 30 28 26 30 26 26 26 27 28 25 26 27 27 26 27 31 26 26
1589,銀,28 30 26 26 27 30 28 0 31 26 26 37 28 25
1590,揭,26 39 0 27 31 26 26 28 10 28 25 34
1591,韩,26 27 27 31 26 26 26 27 26 26 10 27
1592,侯,28 27 31 26 28 26 26 28 25
1593,到,26 42 30 26 27 26 27 39
1594,妮,40 28 26 31 26 29 28 47
1595,秘,28 26 27 28 30 30 5 30 28 30
1596,胶,29 10 26 26 30 26 28 30 28 25
1597,杂,29 14 26 39 28 30
1598,贤,27 27 12 25 27 31 28 30
1599,財,27 31 26 26 26 28 30 26 39 28
1600,盟,27 31 26 26 29 10 26 26 27 31 27 27 26
1601,長,26 27 26 26 26 37 28 25
1602,藤,26 27 27 29 10 26 26 30 28 26 26 28 25 39 30 0 28 30
1603,醒,26 27 31 29 6 26 26 27 31 26 26 28 26 26 27 26
1604,擎,26 27 27 28 10 27 31 26 28 26 28 25 28 26 26 39
1605,研,26 28 27 31 26 26 26 29 27
1606,缤,42 42 0 30 30 33 28 27 26 27 26 28 30
1607,官,30 30 33 27 31 26 31 26
1608,沿,30 30 0 29 21 27 31 26
1609,螺,27 31 26 27 0 30 27 31 26 27 26 42 42 30 39 28 30
1610,煲,28 27 27 31 26 26 27 28 25 30 28 29 25
1611,尧,26 3 28 26 28 47
1612,倬,28 27 27 26 27 31 26 26 26 27
1613,痧,30 26 29 30 0 30 30 0 39 28 30 28
1614,录,31 26 26 39 30 0 28 30
1615,毒,26 26 27 26 34 10 30 30 26
1616,论,30 16 28 25 28 47
1617,抄,26 39 0 39 28 30 28
1618,滋,30 30 0 30 28 26 42 42 30 42 42 30
1619,急,28 33 31 26 26 30 5 30 30
1620,雙,28 27 30 26 26 26 27 26 28 27 30 26 26 26 27 26 12 25
1621,棠,27 30 28 30 33 27 31 26 26 27 28 25
1622,糖,30 28 26 27 28 25 30 26 29 31 26 26 27 27 31 26
1623,去,26 27 26 42 30
1624,狂,28 1 28 26 26 27 26
1625,聖,26 27 27 26 26 26 27 31 26 26 26 27 26
1626,赢,30 26 6 27 31 26 29 10 26 26 27 31 29 30 29 14 30
1627,蔬,26 27 27 12 27 26 27 0 30 26 42 30 28 27 47
1628,浇,30 30 0 26 3 28 26 28 47
1629,闸,27 30 10 27 31 26 26 27
1630,潘,30 30 0 28 30 28 26 27 28 25 27 31 26 27 26
1631,濛,30 30 0 27 26 27 26 30 33 26 26 28 1 28 28 28 25
1632,颁,28 44 10 29 26 28 27 31 29 30
1633,措,26 39 0 26 27 27 26 27 31 26 26
1634,拓,26 39 0 26 28 27 31 26
1635,凰,29 14 28 27 31 26 26 26 26 27 26
1636,荞,26 27 27 29 26 29 25 29 27
1637,苗,26 27 27 27 31 26 27 26
1638,损,26 39 0 27 31 26 27 31 29 30
1639,键,28 26 26 26 37 31 26 26 26 26 27 18 25
1640,寶,30 30 33 26 26 27 26 28 26 26 27 34 27 27 31 26 26 26 28 30
1641,贡,26 27 26 27 31 29 30
1642,侨,28 27 29 26 29 25 29 27
1643,叶,27 31 26 26 27
1644,語,30 26 26 26 27 31 26 26 27 31 26 27 31 26
1645,汤,30 30 0 49 28 28
1646,颜,30 26 30 28 26 29 28 28 28 26 28 27 31 29 30
1647,蓟,26 27 27 28 33 27 31 26 27 26 26 27 39
1648,荫,26 27 27 20 27 29 10 26 26
1649,傅,28 27 26 27 10 26 26 27 30 26 39 30
1650,额,30 30 33 28 12 25 27 31 26 26 28 27 31 29 30
1651,碑,26 28 27 31 26 28 27 31 26 26 29 26 27
1652,胞,29 10 26 26 28 10 31 26 47
1653,秩,28 26 27 28 30 29 26 26 29 25
1654,粮,30 28 26 27 28 25 30 31 26 26 37 28 25
1655,蚝,27 31 26 27 0 30 28 26 26 47
1656,播,26 39 0 28 30 28 26 27 28 25 27 31 26 27 26
1657,悬,27 31 26 26 26 42 30 30 5 30 30
1658,雀,39 28 30 28 27 30 26 26 26 27 26
1659,滩,30 30 0 12 25 28 27 30 26 26 26 27 26
1660,落,26 27 27 30 30 0 28 12 25 27 31 26
1661,讼,30 16 28 25 42 30
1662,佑,28 27 26 28 27 31 26
1663,酥,26 27 31 29 6 26 26 28 26 27 28 25
1664,啤,27 31 26 28 27 31 26 26 29 26 27
1665,馍,28 33 37 26 27 27 27 31 26 26 26 29 25
1666,携,26 39 0 28 27 30 26 26 26 27 26 49 29
1667,辈,27 26 26 26 27 26 26 26 26 34 26 27
1668,肠,29 10 26 26 49 28 28
1669,巅,27 34 27 26 27 27 31 26 26 26 26 28 30 26 28 27 31 29 30
1670,棺,26 27 28 30 30 30 33 27 31 26 31 26
1671,桂,26 27 28 30 26 27 26 26 27 26
1672,洄,30 30 0 27 31 27 31 26 26
1673,菓,26 27 27 27 31 26 26 26 27 28 25
1674,勇,33 30 27 10 26 26 27 10 29
1675,舍,28 25 26 26 27 27 31 26
1676,産,30 26 30 28 26 29 28 26 26 27 26
1677,肩,30 31 26 29 29 10 26 26
1678,飘,26 27 31 27 27 26 26 26 39 28 30 29 14 28 25
1679,又,12 25
1680,誡,30 26 26 26 27 31 26 26 3 28 30 26 29 27
1681,硅,26 28 27 31 26 26 27 26 26 27 26
1682,陳,20 27 26 27 31 26 26 27 28 25
1683,簾,28 26 30 28 26 30 30 26 29 30 28 26 31 26 26 27 27 28 25
1684,隍,20 27 28 27 31 26 26 26 26 27 26
1685,锂,28 26 26 26 37 27 31 26 26 26 27 26
1686,率,30 26 42 42 30 30 0 28 30 26 27
1687,董,26 27 27 28 26 27 31 26 26 26 27 26
1688,腻,29 10 26 26 26 3 30 26 26 27 31 29 30
1689,片,29 27 26 31
1690,肽,29 10 26 26 26 29 25 30
1691,史,27 31 26 28 25
1692,錢,28 30 26 26 27 30 28 0 26 3 28 30 26 3 28 30
1693,伴,28 27 30 28 26 26 27
1694,残,26 28 12 30 26 26 3 28 30
1695,逾,28 25 26 29 10 26 26 27 39 30 31 44
1696,趣,26 27 26 27 26 28 25 26 27 27 26 26 26 12 25
1697,莅,26 27 27 28 27 30 26 30 28 26
1698,亨,30 26 27 31 26 33 39
1699,狗,28 1 28 28 10 27 31 26
1700,潜,30 30 0 26 26 29 25 26 26 29 25 27 31 26 26
1701,旁,30 26 30 28 30 33 30 26 10 29
1702,叠,12 25 12 25 12 25 30 33 27 31 26 26 26
1703,踩,27 31 26 27 26 27 0 28 30 30 28 26 27 28 25
1704,璀,26 26 27 26 27 34 27 28 27 30 26 26 26 27 26
1705,蕭,27 26 27 26 31 26 26 27 28 27 30 26 34 26 31 26 27
1706,槽,26 27 28 30 26 27 31 26 27 27 26 27 31 26 26
1707,钰,28 26 26 26 37 26 26 27 26 30
1708,闭,27 30 10 26 39 28
1709,嫂,42 28 26 28 27 26 31 26 26 27 12 25
1710,郡,31 26 26 28 27 31 26 49 27
1711,芙,26 27 27 26 26 29 25
1712,铃,28 26 26 26 37 28 25 30 33 30
1713,问,27 30 10 27 31 26
1714,屹,27 34 27 28 26 48
1715,虾,27 31 26 27 0 30 26 27 30
1716,盾,28 29 26 27 27 31 26 26 26
1717,頭,26 27 31 26 30 28 26 26 28 27 31 26 26 26 28 30
1718,病,30 26 29 30 0 26 27 10 29 30
1719,独,28 1 28 27 31 26 27 0 30
1720,區,26 27 31 26 27 31 26 27 31 26 34
1721,晟,27 31 26 26 26 29 10 3 28 30
1722,块,26 27 26 31 26 29 25
1723,霞,26 30 33 27 26 26 26 26 31 26 27 26 26 31 26 12 25
1724,哪,27 31 26 29 10 26 26 20 27
1725,粉,30 28 26 27 28 25 28 44 10 29
1726,池,30 30 0 10 27 47
1727,赚,27 31 29 30 30 28 26 31 26 26 27 27 28 25
1728,倾,28 27 28 47 26 28 27 31 29 30
1729,往,28 28 27 30 26 26 27 26
1730,琨,26 26 27 26 27 31 26 26 26 37 28 47
1731,稻,28 26 27 28 30 28 30 30 28 28 27 26 31 26 26
1732,恋,30 26 29 39 28 30 30 5 30 30
1733,诗,30 16 26 27 26 26 39 30
1734,慧,26 26 26 27 26 26 26 27 31 26 26 30 5 30 30
1735,玄,30 26 42 42 30
1736,历,26 29 10 29
1737,琦,26 26 27 26 26 29 25 26 39 27 31 26
1738,訓,30 26 26 26 27 31 26 29 27 27
1739,腊,29 10 26 26 26 27 27 26 27 31 26 26
1740,杜,26 27 28 30 26 27 26
1741,倦,28 27 30 28 26 26 28 25 10 47
1742,刷,31 26 29 27 10 27 27 39
1743,丸,29 14 30
1744,榄,26 27 28 30 27 27 28 26 30 27 31 28 47
1745,辋,26 34 26 27 27 10 30 28 26 30 26 6
1746,钥,28 26 26 26 37 29 10 26 26
1747,電,26 30 33 27 26 26 26 26 27 31 26 26 47
1748,志,26 27 26 30 5 30 30
1749,何,28 27 26 39 27 31 26
1750,髓,27 31 31 30 33 27 10 26 26 26 28 26 27 26 29 10 26 26 30 31 44
1751,苔,26 27 27 42 30 27 31 26
1752,弟,30 28 31 26 15 27 28
1753,叮,27 31 26 26 39
1754,锲,28 26 26 26 37 26 26 26 27 10 29 26 29 25
1755,斑,26 26 27 26 30 26 28 25 26 26 27 26
1756,簧,28 26 30 28 26 30 26 27 27 26 27 31 26 27 26 28 30
1757,傷,28 27 28 26 27 31 26 26 26 28 10 28 28
1758,勒,26 27 27 26 27 31 26 26 27 10 29
1759,珑,26 26 27 26 26 29 28 47 30
1760,斋,30 26 28 25 26 28 27 10 27 27
1761,卧,26 27 31 26 27 34 27 30
1762,陵,20 27 26 27 26 28 44 28 12 25
1763,纶,42 42 0 28 25 28 47
1764,篇,28 26 30 28 26 30 30 31 26 29 27 10 26 27 27
1765,厰,26 29 27 30 28 27 10 27 31 26 28 26 28 25
1766,薹,26 27 27 26 27 26 27 31 26 30 33 26 42 30 26 27 26
1767,島,28 27 31 26 26 26 10 27 34 27
1768,莓,26 27 27 28 26 34 10 30 30 26
1769,绸,42 42 0 29 10 26 27 26 27 31 26
1770,蟹,28 33 29 10 26 26 27 10 29 28 26 26 27 27 31 26 27 0 30
1771,概,26 27 28 30 31 26 26 37 30 26 42 28 47
1772,秦,26 26 26 28 25 28 26 27 28 30
1773,寳,30 30 33 26 26 27 26 28 33 39 28 30 27 31 26 26 26 28 30
1774,族,30 26 10 28 28 26 28 26 26 28 25
1775,锐,28 26 26 26 37 30 28 27 31 26 29 47
1776,樓,26 27 28 30 27 31 26 26 27 31 26 27 40 28 26
1777,积,28 26 27 28 30 27 31 26 28 30
1778,宸,30 30 33 26 29 26 26 37 28 25
1779,兜,28 27 31 26 26 28 37 31 26 29 47
1780,拿,29 25 26 27 31 26 28 26 26 39
1781,殡,26 28 12 30 30 30 33 28 27 26 27 26 28 30
1782,梨,28 26 27 28 30 27 39 26 27 28 25
1783,杆,26 27 28 30 26 26 27
1784,谷,28 30 28 25 27 31 26
1785,畏,27 31 26 27 26 26 37 28 25
1786,皆,26 37 28 47 28 27 31 26 26
1787,豫,33 30 33 39 28 33 27 31 26 28 1 28 28 28 25
